,Input Sentence,Tokenizer,POS,Great Filter,POW,ACH,AFF,Unnamed
1090,"Their parents let them make decisions, and in fact trusted them, to a great extent, to run their own lives.
","['Their', 'parents', 'let', 'them', 'make', 'decisions', ',', 'and', 'in', 'fact', 'trusted', 'them', ',', 'to', 'a', 'great', 'extent', ',', 'to', 'run', 'their', 'own', 'lives', '.']","['PRP$', 'NNS', 'VB', 'PRP', 'VB', 'NNS', ',', 'CC', 'IN', 'NN', 'VBD', 'PRP', ',', 'TO', 'DT', 'JJ', 'NN', ',', 'TO', 'VB', 'PRP$', 'JJ', 'NNS', '.']",Pass,no,no,no,
1091,"Of course, that was partly because each of these people had quite a strong, optimistic and responsible nature to begin with.
","['Of', 'course', ',', 'that', 'was', 'partly', 'because', 'each', 'of', 'these', 'people', 'had', 'quite', 'a', 'strong', ',', 'optimistic', 'and', 'responsible', 'nature', 'to', 'begin', 'with', '.']","['IN', 'NN', ',', 'WDT', 'VBD', 'RB', 'IN', 'DT', 'IN', 'DT', 'NNS', 'VBD', 'RB', 'DT', 'JJ', ',', 'JJ', 'CC', 'JJ', 'NN', 'TO', 'VB', 'IN', '.']",Pass,no,no,no,
1092,"When this couple started dating, neither had much money, and they spent a lot of their time in everyday pursuits.
","['When', 'this', 'couple', 'started', 'dating', ',', 'neither', 'had', 'much', 'money', ',', 'and', 'they', 'spent', 'a', 'lot', 'of', 'their', 'time', 'in', 'everyday', 'pursuits', '.']","['WRB', 'DT', 'NN', 'VBD', 'VBG', ',', 'CC', 'VBD', 'JJ', 'NN', ',', 'CC', 'PRP', 'VBD', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'JJ', 'NNS', '.']",Pass,no,no,yes,
1093,"The husband had said early in their relationship, I want us to do everything together, although in fact, he often did the laundry or the marketing all on his own if she had something more pressing to do.
","['The', 'husband', 'had', 'said', 'early', 'in', 'their', 'relationship', ',', 'I', 'want', 'us', 'to', 'do', 'everything', 'together', ',', 'although', 'in', 'fact', ',', 'he', 'often', 'did', 'the', 'laundry', 'or', 'the', 'marketing', 'all', 'on', 'his', 'own', 'if', 'she', 'had', 'something', 'more', 'pressing', 'to', 'do', '.']","['DT', 'NN', 'VBD', 'VBD', 'RB', 'IN', 'PRP$', 'NN', ',', 'PRP', 'VBP', 'PRP', 'TO', 'VB', 'NN', 'RB', ',', 'IN', 'IN', 'NN', ',', 'PRP', 'RB', 'VBD', 'DT', 'NN', 'CC', 'DT', 'VBG', 'DT', 'IN', 'PRP$', 'JJ', 'IN', 'PRP', 'VBD', 'NN', 'RBR', 'NN', 'TO', 'VB', '.']",Pass,no,no,yes,
1094,"She had said early on, I can really do all of it myself; I'm quite capable; but it's much more fun doing it with you.
","['She', 'had', 'said', 'early', 'on', ',', 'I', 'can', 'really', 'do', 'all', 'of', 'it', 'myself', ';', 'I', ""'m"", 'quite', 'capable', ';', 'but', 'it', ""'s"", 'much', 'more', 'fun', 'doing', 'it', 'with', 'you', '.']","['PRP', 'VBD', 'VBD', 'JJ', 'IN', ',', 'PRP', 'MD', 'RB', 'VB', 'DT', 'IN', 'PRP', 'PRP', ':', 'PRP', 'VBP', 'RB', 'JJ', ':', 'CC', 'PRP', 'VBZ', 'RB', 'JJR', 'JJ', 'VBG', 'PRP', 'IN', 'PRP', '.']",Removed,no,no,yes,
1095,"They feel happy and good about their relationship.
","['They', 'feel', 'happy', 'and', 'good', 'about', 'their', 'relationship', '.']","['PRP', 'VBP', 'JJ', 'CC', 'JJ', 'IN', 'PRP$', 'NN', '.']",Removed,no,no,yes,
1096,"They plan to continue working hard at being together and sharing their burdens.
","['They', 'plan', 'to', 'continue', 'working', 'hard', 'at', 'being', 'together', 'and', 'sharing', 'their', 'burdens', '.']","['PRP', 'VBP', 'TO', 'VB', 'VBG', 'RB', 'IN', 'VBG', 'RB', 'CC', 'VBG', 'PRP$', 'NNS', '.']",Removed,no,no,yes,
1097,"(Is the man blind or just sunglasses?)
","['(', 'Is', 'the', 'man', 'blind', 'or', 'just', 'sunglasses', '?', ')']","['(', 'VBZ', 'DT', 'NN', 'NN', 'CC', 'RB', 'NNS', '.', ')']",Pass,no,no,no,
1098,"A girl @ 16 years old is helping her father on Sunday afternoon in October rake leaves.
","['A', 'girl', '@', '16', 'years', 'old', 'is', 'helping', 'her', 'father', 'on', 'Sunday', 'afternoon', 'in', 'October', 'rake', 'leaves', '.']","['DT', 'NN', 'VBZ', 'CD', 'NNS', 'JJ', 'VBZ', 'VBG', 'PRP$', 'NN', 'IN', 'NNP', 'NN', 'IN', 'NNP', 'VBP', 'NNS', '.']",Pass,no,no,yes,
1099,"She's happy to be there--she doesn't want to be with her friends at that moment.
","['She', ""'s"", 'happy', 'to', 'be', 'there', '--', 'she', 'does', ""n't"", 'want', 'to', 'be', 'with', 'her', 'friends', 'at', 'that', 'moment', '.']","['PRP', 'VBZ', 'JJ', 'TO', 'VB', 'RB', ':', 'PRP', 'VBZ', 'RB', 'VB', 'TO', 'VB', 'IN', 'PRP', 'NNS', 'IN', 'DT', 'NN', '.']",Pass,no,no,yes,
1100,"She likes her times with him.
","['She', 'likes', 'her', 'times', 'with', 'him', '.']","['PRP', 'VBZ', 'PRP$', 'NNS', 'IN', 'PRP', '.']",Removed,no,no,yes,
1101,"She wonders what college will be like away from home and whether her parents will miss her too much.
","['She', 'wonders', 'what', 'college', 'will', 'be', 'like', 'away', 'from', 'home', 'and', 'whether', 'her', 'parents', 'will', 'miss', 'her', 'too', 'much', '.']","['PRP', 'VBZ', 'WP', 'NN', 'MD', 'VB', 'IN', 'RB', 'IN', 'NN', 'CC', 'IN', 'PRP$', 'NNS', 'MD', 'VB', 'PRP$', 'RB', 'JJ', '.']",Removed,no,no,yes,
1102,"(She's an only child.)
","['(', 'She', ""'s"", 'an', 'only', 'child', '.', ')']","['(', 'PRP', 'VBZ', 'DT', 'JJ', 'NN', '.', ')']",Pass,no,no,no,
1103,"Will Mum help Dad with the leaves?
","['Will', 'Mum', 'help', 'Dad', 'with', 'the', 'leaves', '?']","['MD', 'NNP', 'VB', 'NNP', 'IN', 'DT', 'NNS', '.']",Removed,no,no,no,
1104,"She's used to being close with her parents and doesn't mind the company of adults, particularly his company.
","['She', ""'s"", 'used', 'to', 'being', 'close', 'with', 'her', 'parents', 'and', 'does', ""n't"", 'mind', 'the', 'company', 'of', 'adults', ',', 'particularly', 'his', 'company', '.']","['PRP', 'VBZ', 'VBN', 'TO', 'VBG', 'JJ', 'IN', 'PRP$', 'NNS', 'CC', 'VBZ', 'RB', 'VB', 'DT', 'NN', 'IN', 'NNS', ',', 'RB', 'PRP$', 'NN', '.']",Pass,no,no,yes,
1105,"In college she meets other quiet contemplative people like herself and marries a sweet kind fellow like Dad.
","['In', 'college', 'she', 'meets', 'other', 'quiet', 'contemplative', 'people', 'like', 'herself', 'and', 'marries', 'a', 'sweet', 'kind', 'fellow', 'like', 'Dad', '.']","['IN', 'NN', 'PRP', 'VBZ', 'JJ', 'JJ', 'JJ', 'NNS', 'IN', 'PRP', 'CC', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NNP', '.']",Pass,no,no,yes,
1106,"Father and daughter are doing yard work.
","['Father', 'and', 'daughter', 'are', 'doing', 'yard', 'work', '.']","['NNP', 'CC', 'NN', 'VBP', 'VBG', 'JJ', 'NN', '.']",Removed,no,no,no,
1107,"Actually she has her own home, but she has come to visit and is helping with the chores.
","['Actually', 'she', 'has', 'her', 'own', 'home', ',', 'but', 'she', 'has', 'come', 'to', 'visit', 'and', 'is', 'helping', 'with', 'the', 'chores', '.']","['RB', 'PRP', 'VBZ', 'PRP$', 'JJ', 'NN', ',', 'CC', 'PRP', 'VBZ', 'VBN', 'TO', 'VB', 'CC', 'VBZ', 'VBG', 'IN', 'DT', 'NNS', '.']",Removed,no,no,yes,
1108,"It is a good way to visit, since cooperating and casual chatter can lay a groundwork of good feeling in their relationship.
","['It', 'is', 'a', 'good', 'way', 'to', 'visit', ',', 'since', 'cooperating', 'and', 'casual', 'chatter', 'can', 'lay', 'a', 'groundwork', 'of', 'good', 'feeling', 'in', 'their', 'relationship', '.']","['PRP', 'VBZ', 'DT', 'JJ', 'NN', 'TO', 'VB', ',', 'IN', 'VBG', 'CC', 'JJ', 'NN', 'MD', 'VB', 'DT', 'NN', 'IN', 'JJ', 'NN', 'IN', 'PRP$', 'NN', '.']",Pass,no,no,yes,
1109,"She visits fairly often so they are comfortable doing these chores during that time.
","['She', 'visits', 'fairly', 'often', 'so', 'they', 'are', 'comfortable', 'doing', 'these', 'chores', 'during', 'that', 'time', '.']","['PRP', 'VBZ', 'RB', 'RB', 'IN', 'PRP', 'VBP', 'JJ', 'VBG', 'DT', 'NNS', 'IN', 'DT', 'NN', '.']",Pass,no,no,yes,
1110,"This young woman and her father are doing a common summer task: raking the grass clippings.
","['This', 'young', 'woman', 'and', 'her', 'father', 'are', 'doing', 'a', 'common', 'summer', 'task', ':', 'raking', 'the', 'grass', 'clippings', '.']","['DT', 'JJ', 'NN', 'CC', 'PRP$', 'NN', 'VBP', 'VBG', 'DT', 'JJ', 'NN', 'NN', ':', 'VBG', 'DT', 'NN', 'NNS', '.']",Pass,no,no,no,
1111,"The only nice thing about it is that they are doing it together.
","['The', 'only', 'nice', 'thing', 'about', 'it', 'is', 'that', 'they', 'are', 'doing', 'it', 'together', '.']","['DT', 'JJ', 'JJ', 'NN', 'IN', 'PRP', 'VBZ', 'IN', 'PRP', 'VBP', 'VBG', 'PRP', 'RB', '.']",Pass,no,no,yes,
1112,"It is probably a weekend day, and they have often done the job together before.
","['It', 'is', 'probably', 'a', 'weekend', 'day', ',', 'and', 'they', 'have', 'often', 'done', 'the', 'job', 'together', 'before', '.']","['PRP', 'VBZ', 'RB', 'DT', 'NN', 'NN', ',', 'CC', 'PRP', 'VBP', 'RB', 'VBN', 'DT', 'NN', 'RB', 'RB', '.']",Pass,no,no,no,
1113,"Just before, the father had mowed the lawn and the daughter had trimmed around the bushes and weeded the flower beds.
","['Just', 'before', ',', 'the', 'father', 'had', 'mowed', 'the', 'lawn', 'and', 'the', 'daughter', 'had', 'trimmed', 'around', 'the', 'bushes', 'and', 'weeded', 'the', 'flower', 'beds', '.']","['RB', 'RB', ',', 'DT', 'NN', 'VBD', 'VBN', 'DT', 'NN', 'CC', 'DT', 'NN', 'VBD', 'VBN', 'IN', 'DT', 'NNS', 'CC', 'VBD', 'DT', 'NN', 'NNS', '.']",Pass,no,no,no,
1114,"After he mowed, she raked the grass into piles, and when he was done mowing he got the bags and they starting putting the clippings in the bags.
","['After', 'he', 'mowed', ',', 'she', 'raked', 'the', 'grass', 'into', 'piles', ',', 'and', 'when', 'he', 'was', 'done', 'mowing', 'he', 'got', 'the', 'bags', 'and', 'they', 'starting', 'putting', 'the', 'clippings', 'in', 'the', 'bags', '.']","['IN', 'PRP', 'VBD', ',', 'PRP', 'VBD', 'DT', 'NN', 'IN', 'NNS', ',', 'CC', 'WRB', 'PRP', 'VBD', 'VBN', 'NN', 'PRP', 'VBD', 'DT', 'NNS', 'CC', 'PRP', 'VBG', 'VBG', 'DT', 'NNS', 'IN', 'DT', 'NNS', '.']",Pass,no,no,no,
1115,"They couldn't talk much while the mower was on, but when the mowing was over they talked a lot about the family and her school.
","['They', 'could', ""n't"", 'talk', 'much', 'while', 'the', 'mower', 'was', 'on', ',', 'but', 'when', 'the', 'mowing', 'was', 'over', 'they', 'talked', 'a', 'lot', 'about', 'the', 'family', 'and', 'her', 'school', '.']","['PRP', 'MD', 'RB', 'VB', 'RB', 'IN', 'DT', 'NN', 'VBD', 'IN', ',', 'CC', 'WRB', 'DT', 'NN', 'VBD', 'IN', 'PRP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', 'CC', 'PRP$', 'NN', '.']",Pass,no,no,yes,
1116,"He told her something he was proud of that he did at work and she told him she was glad for him.
","['He', 'told', 'her', 'something', 'he', 'was', 'proud', 'of', 'that', 'he', 'did', 'at', 'work', 'and', 'she', 'told', 'him', 'she', 'was', 'glad', 'for', 'him', '.']","['PRP', 'VBD', 'PRP', 'NN', 'PRP', 'VBD', 'NN', 'IN', 'IN', 'PRP', 'VBD', 'IN', 'NN', 'CC', 'PRP', 'VBD', 'PRP', 'PRP', 'VBD', 'JJ', 'IN', 'PRP', '.']",Removed,no,yes,yes,
1117,"She told him about the fun she was having in her classes in college and he was pleased.
","['She', 'told', 'him', 'about', 'the', 'fun', 'she', 'was', 'having', 'in', 'her', 'classes', 'in', 'college', 'and', 'he', 'was', 'pleased', '.']","['PRP', 'VBD', 'PRP', 'IN', 'DT', 'NN', 'PRP', 'VBD', 'VBG', 'IN', 'PRP$', 'NNS', 'IN', 'NN', 'CC', 'PRP', 'VBD', 'JJ', '.']",Pass,yes,no,no,
1118,"Both father and daughter are happy and feel at peace with the world; all is going well, for both of them and for their family.
","['Both', 'father', 'and', 'daughter', 'are', 'happy', 'and', 'feel', 'at', 'peace', 'with', 'the', 'world', ';', 'all', 'is', 'going', 'well', ',', 'for', 'both', 'of', 'them', 'and', 'for', 'their', 'family', '.']","['DT', 'NN', 'CC', 'NN', 'VBP', 'JJ', 'CC', 'VB', 'IN', 'NN', 'IN', 'DT', 'NN', ':', 'DT', 'VBZ', 'VBG', 'RB', ',', 'IN', 'DT', 'IN', 'PRP', 'CC', 'IN', 'PRP$', 'NN', '.']",Pass,no,no,no,
1119,"When they finish the lawn they will look it over together, he will put his arm around her waist, and they will go inside for a drink of lemonade.
","['When', 'they', 'finish', 'the', 'lawn', 'they', 'will', 'look', 'it', 'over', 'together', ',', 'he', 'will', 'put', 'his', 'arm', 'around', 'her', 'waist', ',', 'and', 'they', 'will', 'go', 'inside', 'for', 'a', 'drink', 'of', 'lemonade', '.']","['WRB', 'PRP', 'VBP', 'DT', 'NN', 'PRP', 'MD', 'VB', 'PRP', 'IN', 'RB', ',', 'PRP', 'MD', 'VB', 'PRP$', 'NN', 'IN', 'PRP$', 'NN', ',', 'CC', 'PRP', 'MD', 'VB', 'RB', 'IN', 'DT', 'NN', 'IN', 'NN', '.']",Pass,no,no,yes,
1120,"common summer task: raking the grass clippings.
","['common', 'summer', 'task', ':', 'raking', 'the', 'grass', 'clippings', '.']","['JJ', 'NN', 'NN', ':', 'VBG', 'DT', 'NN', 'NNS', '.']",Pass,no,no,no,
1121,"The only nice thing about it is that they are doing it together.
","['The', 'only', 'nice', 'thing', 'about', 'it', 'is', 'that', 'they', 'are', 'doing', 'it', 'together', '.']","['DT', 'JJ', 'JJ', 'NN', 'IN', 'PRP', 'VBZ', 'IN', 'PRP', 'VBP', 'VBG', 'PRP', 'RB', '.']",Pass,no,no,no,
1122,"It is probably a weekend day, and they have often done the job together before.
","['It', 'is', 'probably', 'a', 'weekend', 'day', ',', 'and', 'they', 'have', 'often', 'done', 'the', 'job', 'together', 'before', '.']","['PRP', 'VBZ', 'RB', 'DT', 'NN', 'NN', ',', 'CC', 'PRP', 'VBP', 'RB', 'VBN', 'DT', 'NN', 'RB', 'RB', '.']",Pass,no,no,no,
1123,"Just before, the father had mowed the lawn and the daughter had trimmed around the bushes and weeded the flower beds.
","['Just', 'before', ',', 'the', 'father', 'had', 'mowed', 'the', 'lawn', 'and', 'the', 'daughter', 'had', 'trimmed', 'around', 'the', 'bushes', 'and', 'weeded', 'the', 'flower', 'beds', '.']","['RB', 'RB', ',', 'DT', 'NN', 'VBD', 'VBN', 'DT', 'NN', 'CC', 'DT', 'NN', 'VBD', 'VBN', 'IN', 'DT', 'NNS', 'CC', 'VBD', 'DT', 'NN', 'NNS', '.']",Pass,no,no,no,
1124,"After he mowed, she raked the grass into piles, and when he was done mowing he got the bags and they starting putting the clippings in the bags.
","['After', 'he', 'mowed', ',', 'she', 'raked', 'the', 'grass', 'into', 'piles', ',', 'and', 'when', 'he', 'was', 'done', 'mowing', 'he', 'got', 'the', 'bags', 'and', 'they', 'starting', 'putting', 'the', 'clippings', 'in', 'the', 'bags', '.']","['IN', 'PRP', 'VBD', ',', 'PRP', 'VBD', 'DT', 'NN', 'IN', 'NNS', ',', 'CC', 'WRB', 'PRP', 'VBD', 'VBN', 'NN', 'PRP', 'VBD', 'DT', 'NNS', 'CC', 'PRP', 'VBG', 'VBG', 'DT', 'NNS', 'IN', 'DT', 'NNS', '.']",Pass,no,no,no,
1125,"They couldn't talk much while the mower was on, but when the mowing was over they talked a lot about the family and her school.
","['They', 'could', ""n't"", 'talk', 'much', 'while', 'the', 'mower', 'was', 'on', ',', 'but', 'when', 'the', 'mowing', 'was', 'over', 'they', 'talked', 'a', 'lot', 'about', 'the', 'family', 'and', 'her', 'school', '.']","['PRP', 'MD', 'RB', 'VB', 'RB', 'IN', 'DT', 'NN', 'VBD', 'IN', ',', 'CC', 'WRB', 'DT', 'NN', 'VBD', 'IN', 'PRP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', 'CC', 'PRP$', 'NN', '.']",Pass,no,no,no,
1126,"He told her something he was proud of that he did at work and she told him she was glad for him.
","['He', 'told', 'her', 'something', 'he', 'was', 'proud', 'of', 'that', 'he', 'did', 'at', 'work', 'and', 'she', 'told', 'him', 'she', 'was', 'glad', 'for', 'him', '.']","['PRP', 'VBD', 'PRP', 'NN', 'PRP', 'VBD', 'NN', 'IN', 'IN', 'PRP', 'VBD', 'IN', 'NN', 'CC', 'PRP', 'VBD', 'PRP', 'PRP', 'VBD', 'JJ', 'IN', 'PRP', '.']",Removed,no,no,no,
1127,"She told him about the fun she was having in her classes in college and he was pleased.
","['She', 'told', 'him', 'about', 'the', 'fun', 'she', 'was', 'having', 'in', 'her', 'classes', 'in', 'college', 'and', 'he', 'was', 'pleased', '.']","['PRP', 'VBD', 'PRP', 'IN', 'DT', 'NN', 'PRP', 'VBD', 'VBG', 'IN', 'PRP$', 'NNS', 'IN', 'NN', 'CC', 'PRP', 'VBD', 'JJ', '.']",Pass,no,no,no,
1128,"Both father and daughter are happy and feel at peace with the world; all is going well, for both of them and for their family.
","['Both', 'father', 'and', 'daughter', 'are', 'happy', 'and', 'feel', 'at', 'peace', 'with', 'the', 'world', ';', 'all', 'is', 'going', 'well', ',', 'for', 'both', 'of', 'them', 'and', 'for', 'their', 'family', '.']","['DT', 'NN', 'CC', 'NN', 'VBP', 'JJ', 'CC', 'VB', 'IN', 'NN', 'IN', 'DT', 'NN', ':', 'DT', 'VBZ', 'VBG', 'RB', ',', 'IN', 'DT', 'IN', 'PRP', 'CC', 'IN', 'PRP$', 'NN', '.']",Pass,no,no,no,
1129,"When they finish the lawn they will look it over together, he will put his arm around her waist, and they will go inside for a drink of lemonade.
","['When', 'they', 'finish', 'the', 'lawn', 'they', 'will', 'look', 'it', 'over', 'together', ',', 'he', 'will', 'put', 'his', 'arm', 'around', 'her', 'waist', ',', 'and', 'they', 'will', 'go', 'inside', 'for', 'a', 'drink', 'of', 'lemonade', '.']","['WRB', 'PRP', 'VBP', 'DT', 'NN', 'PRP', 'MD', 'VB', 'PRP', 'IN', 'RB', ',', 'PRP', 'MD', 'VB', 'PRP$', 'NN', 'IN', 'PRP$', 'NN', ',', 'CC', 'PRP', 'MD', 'VB', 'RB', 'IN', 'DT', 'NN', 'IN', 'NN', '.']",Pass,no,no,no,
1130,"Linda, aged 16, and her father are raking the leaves that have fallen from the oak trees in their backyard.
","['Linda', ',', 'aged', '16', ',', 'and', 'her', 'father', 'are', 'raking', 'the', 'leaves', 'that', 'have', 'fallen', 'from', 'the', 'oak', 'trees', 'in', 'their', 'backyard', '.']","['NNP', ',', 'VBD', 'CD', ',', 'CC', 'PRP$', 'NN', 'VBP', 'VBG', 'DT', 'NNS', 'WDT', 'VBP', 'VBN', 'IN', 'DT', 'NN', 'NNS', 'IN', 'PRP$', 'NN', '.']",Pass,no,no,no,
1131,"They are both on their best behavior.
","['They', 'are', 'both', 'on', 'their', 'best', 'behavior', '.']","['PRP', 'VBP', 'DT', 'IN', 'PRP$', 'JJS', 'NN', '.']",Removed,no,no,no,
1132,"She resents doing this chore, which she believes could be done by the handyman who works for her family during the week.
","['She', 'resents', 'doing', 'this', 'chore', ',', 'which', 'she', 'believes', 'could', 'be', 'done', 'by', 'the', 'handyman', 'who', 'works', 'for', 'her', 'family', 'during', 'the', 'week', '.']","['PRP', 'VBZ', 'VBG', 'DT', 'NN', ',', 'WDT', 'PRP', 'VBZ', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN', 'WP', 'VBZ', 'IN', 'PRP$', 'NN', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
1133,"She knows this is not necessary work.
","['She', 'knows', 'this', 'is', 'not', 'necessary', 'work', '.']","['PRP', 'VBZ', 'DT', 'VBZ', 'RB', 'JJ', 'NN', '.']",Removed,no,no,no,
1134,"She has been asked to do this work to prove a point--that she should contribute to her family's welfare.
","['She', 'has', 'been', 'asked', 'to', 'do', 'this', 'work', 'to', 'prove', 'a', 'point', '--', 'that', 'she', 'should', 'contribute', 'to', 'her', 'family', ""'s"", 'welfare', '.']","['PRP', 'VBZ', 'VBN', 'VBN', 'TO', 'VB', 'DT', 'NN', 'TO', 'VB', 'DT', 'NN', ':', 'IN', 'PRP', 'MD', 'VB', 'TO', 'PRP$', 'NN', 'POS', 'NN', '.']",Pass,yes,no,no,
1135,"Her father believes in this sort of thing, thinks it important that his daughter grows up with a sense of responsibility, that they understand work.
","['Her', 'father', 'believes', 'in', 'this', 'sort', 'of', 'thing', ',', 'thinks', 'it', 'important', 'that', 'his', 'daughter', 'grows', 'up', 'with', 'a', 'sense', 'of', 'responsibility', ',', 'that', 'they', 'understand', 'work', '.']","['PRP$', 'NN', 'VBZ', 'IN', 'DT', 'NN', 'IN', 'NN', ',', 'VBZ', 'PRP', 'JJ', 'IN', 'PRP$', 'NN', 'VBZ', 'RP', 'IN', 'DT', 'NN', 'IN', 'NN', ',', 'IN', 'PRP', 'VBP', 'NN', '.']",Pass,no,no,no,
1136,"This is difficult to convey when he can in fact give them everything they need in a material way.
","['This', 'is', 'difficult', 'to', 'convey', 'when', 'he', 'can', 'in', 'fact', 'give', 'them', 'everything', 'they', 'need', 'in', 'a', 'material', 'way', '.']","['DT', 'VBZ', 'JJ', 'TO', 'VB', 'WRB', 'PRP', 'MD', 'IN', 'NN', 'VB', 'PRP', 'NN', 'PRP', 'VBP', 'IN', 'DT', 'JJ', 'NN', '.']",Pass,no,no,no,
1137,"Many a time, they have argued over just such an assignment, both wanting their own way, both resisting on it.
","['Many', 'a', 'time', ',', 'they', 'have', 'argued', 'over', 'just', 'such', 'an', 'assignment', ',', 'both', 'wanting', 'their', 'own', 'way', ',', 'both', 'resisting', 'on', 'it', '.']","['JJ', 'DT', 'NN', ',', 'PRP', 'VBP', 'VBN', 'RP', 'RB', 'PDT', 'DT', 'NN', ',', 'DT', 'VBG', 'PRP$', 'JJ', 'NN', ',', 'DT', 'VBG', 'IN', 'PRP', '.']",Pass,yes,no,no,
1138,"This time, mother has prevailed on both to take advantage of a crisp fall today to work outside together.
","['This', 'time', ',', 'mother', 'has', 'prevailed', 'on', 'both', 'to', 'take', 'advantage', 'of', 'a', 'crisp', 'fall', 'today', 'to', 'work', 'outside', 'together', '.']","['DT', 'NN', ',', 'NN', 'VBZ', 'VBN', 'IN', 'DT', 'TO', 'VB', 'NN', 'IN', 'DT', 'NN', 'NN', 'NN', 'TO', 'VB', 'RB', 'RB', '.']",Pass,yes,no,no,
1139,"They are awkwardly having a conversation about Linda's plans to go away to college.
","['They', 'are', 'awkwardly', 'having', 'a', 'conversation', 'about', 'Linda', ""'s"", 'plans', 'to', 'go', 'away', 'to', 'college', '.']","['PRP', 'VBP', 'RB', 'VBG', 'DT', 'NN', 'IN', 'NNP', 'POS', 'NNS', 'TO', 'VB', 'RB', 'TO', 'NN', '.']",Pass,no,no,no,
1140,"Father, who has given in to his wife's persuasion that his daughter should go away is asking what she plans to major in.
","['Father', ',', 'who', 'has', 'given', 'in', 'to', 'his', 'wife', ""'s"", 'persuasion', 'that', 'his', 'daughter', 'should', 'go', 'away', 'is', 'asking', 'what', 'she', 'plans', 'to', 'major', 'in', '.']","['NNP', ',', 'WP', 'VBZ', 'VBN', 'IN', 'TO', 'PRP$', 'NN', 'POS', 'NN', 'IN', 'PRP$', 'NN', 'MD', 'VB', 'RP', 'VBZ', 'VBG', 'WP', 'PRP', 'VBZ', 'TO', 'JJ', 'IN', '.']",Removed,yes,no,no,
